sentiment,review
1,"['nice', 'phone', 'st', 'time', 'charge', 'may', 'lead', 'heat', 'battery', 'good', 'side', 'button', 'loose', 'problem', 'sense', 'mode', 'finger', 'print', 'fast', 'front', 'camera', 'good', 'back', 'also', 'screen', 'good', 'cover', 'gorilla', 'glass', 'phone', 'fast', 'require', 'st', 'update', 'start', 'overall', 'opinion', 'phone', 'good']"
1,"['work', 'well', 'long', 'lasting', 'battery', 'less', 'heat', 'even', 'double', 'mobile', 'data']"
1,"['nice', 'camera', 'clarity', 'good', 'battery', 'backup', 'screen', 'quality', 'really', 'nice', 'useful', 'product', 'highly', 'recommend', 'age', 'group']"
1,"['thank', 'deliver', 'day', 'phone', 'nice', 'price', 'battery', 'perform', 'good', 'satisfy', 'depth', 'camera', 'mode', 'every', 'thing', 'fantastic', 'phone', 'use', 'day', 'use', 'phone', 'perform', 'well']"
1,"['good', 'product', 'fast', 'fast', 'operate', 'system', 'get', 'good', 'time', 'call', 'good', 'network', 'overall', 'best', 'product', 'love']"
0,"['normal', 'bit', 'bug', 'cost']"
0,"['poor', 'product']"
0,"['worst', 'phone', 'several', 'issue', 'proper', 'response', 'customer', 'care', 'roam', 'around', 'service', 'center', 'give', 'idiot', 'seriously', 'buy', 'full', 'crap', 'trap']"
1,['lovely']
1,"['phone', 'good', 'order', 'venom', 'black', 'variant', 'receive', 'gold', 'variant', 'pathetic', 'go', 'return', 'phone']"
1,['good']
0,"['battery', 'performance', 'charging', 'time', 'really', 'bad', 'bad']"
1,"['good', 'phone', 'smoothly', 'work']"
1,"['great', 'feature', 'totally', 'satisfied']"
1,"['amazing', 'performance']"
1,"['worth', 'money', 'amaze', 'service']"
1,"['worthy', 'purchase', 'use', 'last', 'month', 'handy', 'smooth', 'touch']"
1,"['perfect', 'product', 'happy', 'thanks']"
0,"['product', 'worst', 'even', 'support', 'properly', 'issue']"
0,"['one', 'bad', 'phone', 'purchase', 'phone', 'serious', 'os', 'issue', 'technician', 'could', 'able', 'crack', 'ready', 'refund', 'amount', 'cheat', 'please', 'buy', 'go']"
0,"['bad', 'get', 'piece', 'headphone', 'jack', 'work']"
0,"['poor', 'battery', 'lot', 'heat', 'even', 'normal', 'usage', 'prefer', 'compare']"
0,"['tap', 'image', 'zoom']"
0,"['phone', 'gallery', 'menu', 'fix', 'problem', 'soon']"
0,"['use', 'month', 'find', 'issue', 'annoy', 'call', 'recorder', 'record', 'one', 'side', 'voice', 'stock', 'android', 'network', 'reception', 'poor', 'compare', 'device', 'get', 'proper', 'network', 'network', 'service', 'provider', 'sometimes', 'go', 'zero', 'raise', 'complaint', 'possible', 'solution', 'forum', 'get', 'anything', 'yet', 'think', 'get', 'anything', 'future', 'also']"
0,"['poor', 'sound', 'quality']"
0,['phone']
0,"['bad', 'product', 'ever', 'buy']"
0,"['much', 'heating', 'battery', 'drain', 'quickly', 'issue', 'time', 'call', 'inaudible', 'please', 'buy']"
1,"['express', 'delivery']"
1,"['nice', 'note', 'problem', 'connect', 'battery', 'backup', 'good', 'camera', 'good', 'quality']"
0,['good']
1,"['nice', 'phone', 'great', 'feature', 'price', 'problem', 'phone', 'get', 'without', 'reason', 'complain', 'exchange', 'wait', 'response']"
1,"['gud', 'phone', 'excellent', 'resolution', 'camera', 'battery', 'heating', 'issue']"
1,"['need', 'invoice']"
1,"['good', 'mobile', 'reasonable', 'price']"
1,"['good', 'choice', 'awesome', 'camera', 'also', 'performance']"
0,"['bad', 'product', 'proper', 'network', 'issue', 'big', 'problem', 'poor', 'quality', 'operator', 'effect', 'call', 'speed']"
1,['good']
0,"['disgust', 'phone', 'ever', 'heat', 'issue', 'bad', 'camera', 'low', 'battery', 'level', 'battery', 'heat', 'much', 'afraid', 'may', 'burst', 'plan', 'throw', 'mobile', 'threat', 'life', 'bad', 'service', 'also', 'people', 'say', 'phone', 'would', 'return', 'accord', 'return', 'policy', 'give', 'wrong', 'information', 'ask', 'go', 'customer', 'care', 'get', 'verify', 'even', 'faulty', 'even', 'returnable', 'period', 'really', 'disappointing', 'strongly', 'recommend', 'people', 'buy', 'garbage', 'site']"
0,"['fine', 'two', 'day', 'subsequently', 'take', 'charge', 'rapid', 'charger', 'service', 'center', 'vain', 'aware', 'product', 'solution', 'give', 'service', 'warranty', 'still', 'lie', 'day', 'become', 'defective', 'use', 'navigation', 'get', 'heat', 'switch', 'make', 'rethink', 'product', 'sale']"
1,"['phone', 'awesome', 'must', 'buy', 'product', 'value', 'money', 'product', 'ignore', 'small', 'drawback']"
0,"['coming', 'sound', 'work']"
1,"['apple', 'se', 'best']"
0,"['feature', 'mark']"
0,"['never', 'boot', 'since', 'last', 'night', 'show', 'power', 'android', 'sad', 'product', 'really', 'bad', 'experience']"
1,"['nice', 'smart']"
1,"['firstly', 'order', 'get', 'defective', 'like', 'hell', 'replace', 'get', 'good', 'mean', 'speed']"
0,"['invoice', 'bill', 'give', 'fix']"
0,['phone']
0,"['buy', 'day', 'nice', 'phone', 'demerit', 'must', 'know', 'accord', 'view', 'use', 'screen', 'actually', 'gorilla', 'glass', 'easily', 'phone', 'thickness', 'much', 'usual', 'phone']"
0,"['product', 'second', 'mobile', 'one', 'month', 'heating', 'problem', 'main', 'issue', 'much', 'heat', 'charge', 'net', 'use', 'raj']"
0,['bad']
1,"['awesome', 'budget', 'phone', 'mi', 'note', 'series']"
0,"['sound', 'good', 'turbo', 'charging', 'marketing', 'average', 'camera', 'quality', 'price', 'range', 'much', 'good']"
0,"['one', 'speaker', 'give', 'sound', 'quality', 'bad']"
1,"['good', 'phone', 'still', 'work', 'turbo', 'charge', 'take', 'nearly', 'get', 'fully', 'charge']"
1,"['nice', 'worth', 'money']"
0,"['super', 'cast', 'feature', 'old', 'mob', 'note', 'feature', 'without', 'cast', 'dont', 'like', 'unable', 'connect', 'smart']"
0,"['get', 'drain', 'battery', 'crash', 'like', 'product', 'try', 'improve', 'battery', 'performance', 'request']"
0,"['worst', 'phone', 'bad', 'android', 'version', 'drain', 'never', 'buy', 'phone', 'phone', 'android']"
0,"['movie', 'lover', 'want', 'watch', 'big', 'screen', 'cast', 'new', 'note', 'android', 'box', 'chrome', 'option', 'phone', 'cast', 'display', 'disappointingly', 'phone', 'could', 'find', 'major', 'draw', 'back', 'may', 'serious', 'issue', 'use', 'mirror', 'bad', 'thing', 'want', 'solution', 'team', 'live', 'chat', 'person', 'chat', 'one', 'say', 'cast', 'chrome', 'cast', 'far', 'type', 'next', 'question', 'abruptly', 'disconnect', 'also', 'lot', 'many', 'post', 'several', 'user', 'complain', 'cast', 'issue', 'note']"
1,"['nice', 'phone', 'best', 'specification']"
1,"['nice', 'product', 'use', 'phone', 'happy']"
1,"['satisfy', 'product']"
1,"['good', 'phone', 'range']"
0,"['good', 'quality', 'product', 'earphone', 'give', 'phone']"
1,"['phone', 'good', 'lag', 'battery', 'backup', 'expectation', 'level', 'overall', 'nice', 'phone', 'get', 'plus', 'additional', 'cash', 'back', 'pay', 'debit', 'card']"
0,"['nice', 'phone', 'price', 'cast', 'work', 'even', 'update', 'camera', 'slow', 'headphone', 'box']"
1,"['awesome', 'battery', 'poor']"
0,"['phone', 'wonderful', 'box', 'reach', 'contain', 'earphone', 'bad', 'delivery']"
0,"['delivery', 'fast', 'give', 'invoice', 'bad', 'mobile', 'good', 'battery', 'backup', 'moderate', 'volume', 'headphone', 'bit', 'low']"
0,"['flash', 'light', 'work', 'default', 'write', 'disk', 'available', 'good', 'build']"
0,"['good', 'phone', 'rear', 'camera', 'good', 'atmos', 'work', 'actually', 'bug']"
1,"['best', 'phone']"
0,"['mobile', 'good', 'charger', 'turbo', 'charger']"
1,"['nice', 'phone', 'problem', 'yet']"
1,"['nice', 'phone', 'look', 'smart']"
1,['excellent']
1,['affordable']
1,"['look', 'stylist', 'sometimes', 'network', 'problem', 'find']"
1,"['good', 'product', 'delivery', 'great', 'dual', 'camera', 'may', 'much', 'good', 'depth', 'enable', 'mode', 'need', 'improvement', 'overall', 'performance', 'phone', 'good']"
1,"['pro', 'con']"
0,"['bad', 'network', 'connection', 'every', 'day', 'network', 'problem']"
0,"['drain', 'battery', 'fast', 'heat', 'phone', 'plug', 'charge', 'mode', 'network', 'issue', 'call', 'use', 'processor', 'performance', 'also', 'good']"
1,"['buy', 'phone', 'pretty', 'happy', 'spec', 'meet', 'daily', 'basic', 'highly', 'skin', 'make', 'little', 'great', 'tech']"
0,"['battery', 'poor', 'disappointed', 'work', 'whole', 'day', 'call', 'work', 'camera', 'part', 'also', 'poor']"
0,"['empty', 'box', 'product', 'miss']"
1,['excellent']
0,"['connect', 'level', 'headset', 'even', 'find', 'search']"
1,"['great', 'product', 'defect', 'worth', 'price', 'delivery', 'guy', 'even', 'open', 'void', 'seal', 'front']"
0,"['always', 'trust', 'time', 'give', 'piece', 'phone', 'get', 'heat', 'battery', 'go', 'quickly', 'piss', 'two', 'day', 'experience']"
1,"['nice', 'phone', 'fast', 'good', 'battery', 'backup', 'good', 'camera']"
1,"['nice', 'phone', 'nice', 'feature', 'love', 'use', 'phone']"
1,['nice']
0,"['mark', 'especially', 'camera']"
0,"['sound', 'quality', 'good', 'also', 'gallery', 'store', 'image', 'need', 'play', 'store', 'rest', 'everything', 'perfect']"
1,"['good', 'phone', 'little', 'bit', 'heat', 'charge', 'think', 'normal', 'turbo', 'charge', 'else', 'heating', 'problem', 'nice', 'look', 'device', 'camera', 'quality', 'expect', 'battery', 'backup', 'good', 'play', 'game', 'spend', 'good', 'network', 'charge', 'battery', 'morning', 'time', 'end', 'day', 'end', 'battery', 'remain', 'good', 'product', 'price', 'range']"
1,"['find', 'everything', 'expect', 'except', 'headphone']"
1,"['overall', 'good', 'issue', 'network', 'connection', 'especially', 'use']"
0,"['totally', 'waste']"
0,"['good', 'heating', 'main', 'disadvantage', 'everything', 'good']"
1,['amaze']
0,"['contact', 'phone', 'everything', 'store', 'big', 'font', 'size', 'display', 'go', 'screen', 'signal', 'indicator', 'never', 'full', 'great', 'phone', 'compare', 'predecessor']"
0,"['purchase', 'use', 'day', 'find', 'device', 'fault', 'mobile', 'get', 'restart', 'automatically', 'issue', 'consult', 'customer', 'care', 'per', 'technical', 'solution', 'till', 'problem', 'solve', 'visit', 'care', 'goa', 'per', 'technical', 'need', 'upgrade', 'update', 'till', 'issue', 'resolve', 'technical', 'person', 'say', 'need', 'change', 'mother', 'board', 'question', 'product', 'mobile', 'physical', 'water', 'could', 'possible', 'mother', 'board', 'goa', 'care', 'near', 'valuable', 'time', 'cost', 'money', 'also', 'money', 'please', 'go', 'product', 'bad', 'service', 'faulty', 'product']"
1,"['phone', 'good', 'like', 'phone']"
